Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
181,Christian Corradi,it ITA,DF,Hellas Verona,18,2005,0,,,,,0,,0,0,,5,,,,,,,Matches
182,Joaquín Correa,ar ARG,"FW,MF",Inter,28,1994,0,,,,,0,,0,0,,1,,,,,,,Matches
183,Alessandro Cortinovis,it ITA,MF,Atalanta,22,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
184,João Costa,br BRA,FW,Roma,18,2005,3,14,5,0.4,0.2,0,,0,3,5,17,0.00,0,1,-1,-6.43,-6.96,Matches
185,Benoît Costil,fr FRA,GK,Salernitana,36,1987,13,1170,90,34.2,13.0,13,90,13,0,,25,0.69,13,29,-16,-1.23,+0.09,Matches
186,Larsson Coulibaly,ci CIV,MF,Lazio,20,2003,0,,,,,0,,0,0,,2,,,,,,,Matches
187,Lassana Coulibaly,ml MLI,MF,Salernitana,27,1996,28,2082,74,60.9,23.1,25,81,17,3,18,0,0.54,23,51,-28,-1.21,+0.20,Matches
188,Mamadou Coulibaly,sn SEN,MF,Salernitana,24,1999,1,3,3,0.1,0.0,0,,0,1,3,1,1.00,0,0,0,0.00,+1.29,Matches
189,Alessio Cragno,it ITA,GK,Sassuolo,29,1994,3,270,90,7.9,3.0,3,90,3,0,,34,1.33,7,7,0,0.00,+0.91,Matches
190,Gian Crespi,it ITA,GK,Juventus,22,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
191,Bryan Cristante,it ITA,MF,Roma,28,1995,37,3289,89,96.2,36.5,37,89,34,0,,0,1.62,63,44,+19,+0.52,+0.52,Matches
192,Juan Cruz,ar ARG,FW,Hellas Verona,24,1999,4,109,27,3.2,1.2,1,57,0,3,17,15,0.50,0,0,0,0.00,+0.35,Matches
193,Juan Cuadrado,co COL,"DF,FW",Inter,35,1988,10,267,27,7.8,3.0,0,,0,10,27,5,2.10,8,0,+8,+2.70,+1.01,Matches
194,Marvin Cuni,al ALB,FW,Frosinone,22,2001,22,534,24,15.6,5.9,6,63,0,16,10,9,0.86,8,7,+1,+0.17,+0.98,Matches
195,Francesco D'Alessio,it ITA,MF,Roma,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
196,Danilo D'Ambrosio,it ITA,DF,Monza,34,1988,24,1536,64,44.9,17.1,16,83,10,8,27,5,1.13,18,20,-2,-0.12,+0.36,Matches
197,Luigi D'Avino,it ITA,DF,Napoli,17,2005,0,,,,,0,,0,0,,14,,,,,,,Matches
198,Giovanni Daffara,it ITA,GK,Juventus,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches
199,Christian Dalle Mura,it ITA,DF,Fiorentina,21,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
200,Maat Daniel Caprini,it ITA,FW,Fiorentina,17,2006,0,,,,,0,,0,0,,2,,,,,,,Matches
201,Flavius Daniliuc,at AUT,DF,Salernitana,22,2001,14,744,53,21.8,8.3,8,76,4,6,22,3,0.36,7,19,-12,-1.45,-0.21,Matches
202,Danilo,br BRA,DF,Juventus,32,1991,29,2452,85,71.7,27.2,27,90,27,2,11,1,1.83,41,22,+19,+0.70,+0.33,Matches
203,Matteo Darmian,it ITA,"MF,DF",Inter,33,1989,33,2404,73,70.3,26.7,27,81,14,6,36,5,2.61,62,15,+47,+1.76,-0.01,Matches
204,Juan David Cabal,co COL,DF,Hellas Verona,22,2001,22,1497,68,43.8,16.6,17,85,11,5,10,8,0.95,18,21,-3,-0.18,+0.29,Matches
205,Keinan Davis,eng ENG,FW,Udinese,25,1998,8,186,23,5.4,2.1,0,,0,8,23,6,1.50,4,2,+2,+0.97,+1.47,Matches
206,Paweł Dawidowicz,pl POL,DF,Hellas Verona,28,1995,28,2143,77,62.7,23.8,25,84,21,3,15,2,1.00,20,31,-11,-0.46,-0.32,Matches
207,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,22,2001,35,2026,58,59.2,22.5,25,68,1,10,33,1,1.77,48,27,+21,+0.93,+0.35,Matches
208,Mattia De Sciglio,it ITA,DF,Juventus,30,1992,1,45,45,1.3,0.5,1,45,0,0,,6,0.00,0,0,0,0.00,-0.61,Matches
209,Lorenzo De Silvestri,it ITA,DF,Bologna,35,1988,15,674,45,19.7,7.5,7,70,0,8,23,20,1.87,11,7,+4,+0.53,-0.06,Matches
210,Koni De Winter,be BEL,DF,Genoa,21,2002,29,2380,82,69.6,26.4,26,86,22,3,44,5,1.31,33,29,+4,+0.15,+0.50,Matches
211,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,32,1991,20,757,38,22.1,8.4,7,72,0,13,20,6,0.80,8,14,-6,-0.71,+0.17,Matches
212,Alessandro Deiola,it ITA,MF,Cagliari,27,1995,27,1608,60,47.0,17.9,19,79,10,8,14,10,1.04,15,29,-14,-0.78,-0.19,Matches
213,Tommaso Del Lungo,it ITA,DF,Atalanta,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
214,Alessandro Dellavalle,it ITA,DF,Torino,19,2004,1,15,15,0.4,0.2,0,,0,1,15,3,3.00,2,0,+2,+12.00,+12.05,Matches
215,Ali Dembélé,fr FRA,DF,Torino,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
216,Diego Demme,de GER,MF,Napoli,31,1991,2,73,37,2.1,0.8,1,59,0,1,14,13,2.00,1,0,+1,+1.23,+1.07,Matches
217,Leander Dendoncker,be BEL,"DF,MF",Napoli,28,1995,3,24,8,0.7,0.3,0,,0,3,8,13,2.33,1,0,+1,+3.75,+3.59,Matches
218,Kastriot Dermaku,al ALB,DF,Lecce,31,1992,0,,,,,0,,0,0,,7,,,,,,,Matches
219,Jacopo Desogus,it ITA,FW,Cagliari,20,2002,0,,,,,0,,0,0,,7,,,,,,,Matches
220,Mattia Destro,it ITA,FW,Empoli,32,1991,15,366,24,10.7,4.1,3,54,0,12,17,15,0.67,4,9,-5,-1.23,-0.64,Matches
221,Federico Di Francesco,it ITA,"FW,MF",Lecce,29,1994,2,15,8,0.4,0.2,0,,0,2,8,0,2.00,2,0,+2,+12.00,+12.63,Matches
222,Raffaele Di Gennaro,it ITA,GK,Inter,29,1993,1,23,23,0.7,0.3,0,,0,1,23,36,1.00,0,0,0,0.00,-1.78,Matches
223,Michele Di Gregorio,it ITA,GK,Monza,26,1997,33,2872,87,84.0,31.9,33,87,31,0,,1,1.33,31,35,-4,-0.13,+1.19,Matches
224,Giovanni Di Lorenzo,it ITA,DF,Napoli,29,1993,36,3234,90,94.6,35.9,36,90,35,0,,0,1.42,52,45,+7,+0.19,+0.19,Matches
225,Alessandro Di Pardo,it ITA,"MF,DF",Cagliari,24,1999,15,359,24,10.5,4.0,2,61,0,13,18,18,0.73,2,10,-8,-2.01,-1.48,Matches
226,Rocco Di Vico,it ITA,MF,Salernitana,16,2007,0,,,,,0,,0,0,,2,,,,,,,Matches
227,Boulaye Dia,sn SEN,"FW,MF",Salernitana,26,1996,17,1143,67,33.4,12.7,12,83,8,5,29,1,0.35,9,30,-21,-1.65,-0.55,Matches
228,Siren Diao,es ESP,FW,Atalanta,18,2005,0,,,,,0,,0,0,,2,,,,,,,Matches
229,Siren Diao,es ESP,FW,Hellas Verona,18,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
230,Sekou Diawara,be BEL,FW,Udinese,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
231,Federico Dimarco,it ITA,MF,Inter,25,1997,30,2077,69,60.7,23.1,29,71,1,1,19,6,2.50,54,17,+37,+1.60,-0.41,Matches
232,Tiago Djaló,pt POR,DF,Juventus,23,2000,1,17,17,0.5,0.2,0,,0,1,17,15,3.00,0,0,0,0.00,-0.61,Matches
233,Koffi Djidji,ci CIV,DF,Torino,30,1992,13,759,58,22.2,8.4,8,83,4,5,18,4,1.38,10,8,+2,+0.24,+0.30,Matches
234,Berat Djimsiti,al ALB,DF,Atalanta,30,1993,37,2832,77,82.8,31.5,32,85,28,5,21,1,1.86,60,32,+28,+0.89,+0.58,Matches
235,Dodô,br BRA,DF,Fiorentina,24,1998,9,523,58,15.3,5.8,7,72,4,2,9,8,1.56,10,14,-4,-0.69,-1.28,Matches
236,Josh Doig,sct SCO,"MF,DF",Hellas Verona,21,2002,12,830,69,24.3,9.2,11,71,2,1,45,4,1.08,9,12,-3,-0.33,+0.02,Matches
237,Josh Doig,sct SCO,"DF,MF",Sassuolo,21,2002,16,1343,84,39.3,14.9,15,87,11,1,45,1,0.63,14,32,-18,-1.21,-0.60,Matches
238,Nicolás Domínguez,ar ARG,MF,Bologna,25,1998,2,102,51,3.0,1.1,1,71,0,1,31,0,0.50,0,3,-3,-2.65,-3.33,Matches
239,Giulio Donati,it ITA,DF,Monza,33,1990,4,36,9,1.1,0.4,0,,0,4,9,28,0.80,5,6,-1,-2.50,-2.21,Matches
240,Patrick Dorgu,dk DEN,"MF,DF",Lecce,18,2004,32,1564,49,45.7,17.4,17,71,4,15,24,4,1.06,14,20,-6,-0.35,+0.43,Matches
241,Alberto Dossena,it ITA,DF,Cagliari,24,1998,35,2977,85,87.0,33.1,33,88,30,2,34,1,1.00,36,51,-15,-0.45,+1.78,Matches
242,Radu Drăgușin,ro ROU,DF,Genoa,21,2002,19,1710,90,50.0,19.0,19,90,19,0,,0,1.11,20,24,-4,-0.21,-0.42,Matches
243,Ondrej Duda,sk SVK,MF,Hellas Verona,28,1994,32,2456,77,71.8,27.3,29,83,16,3,20,1,1.13,31,36,-5,-0.18,+0.56,Matches
244,Denzel Dumfries,nl NED,MF,Inter,27,1996,31,1639,53,47.9,18.2,19,72,5,12,23,3,2.35,46,13,+33,+1.81,+0.09,Matches
245,Alfred Duncan,gh GHA,MF,Fiorentina,30,1993,30,1888,63,55.2,21.0,24,75,6,6,16,7,1.63,35,25,+10,+0.48,+0.18,Matches
246,Paulo Dybala,ar ARG,"FW,MF",Roma,29,1993,28,1959,70,57.3,21.8,25,75,7,3,24,1,1.79,45,27,+18,+0.83,+0.77,Matches
247,Festy Ebosele,ie IRL,MF,Udinese,20,2002,31,1700,55,49.7,18.9,20,70,4,11,27,6,0.90,20,29,-9,-0.48,-0.11,Matches
248,Enzo Ebosse,cm CMR,DF,Udinese,24,1999,1,8,8,0.2,0.1,0,,0,1,8,0,1.00,0,0,0,0.00,+0.42,Matches
249,Tyronne Ebuehi,ng NGA,DF,Empoli,27,1995,15,1099,73,32.1,12.2,11,84,10,4,43,7,0.80,5,16,-11,-0.90,-0.36,Matches
250,Éderson,br BRA,MF,Atalanta,24,1999,36,2869,80,83.9,31.9,32,85,24,4,38,1,1.75,54,38,+16,+0.50,-1.78,Matches
251,Kingsley Ehizibue,nl NED,MF,Udinese,28,1995,23,955,42,27.9,10.6,11,63,0,12,22,1,0.87,9,15,-6,-0.57,-0.20,Matches
252,Victor Ehuwa Eletu,ng NGA,MF,Milan,18,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
253,Emmanuel Ekong,se SWE,FW,Empoli,21,2002,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,+0.66,Matches
254,Caleb Ekuban,gh GHA,FW,Genoa,29,1994,29,1131,39,33.1,12.6,10,70,1,19,22,2,1.28,16,15,+1,+0.08,+0.12,Matches
255,Emanuele Elia,it ITA,DF,Salernitana,18,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
256,Elif Elmas,mk MKD,"MF,FW",Napoli,23,1999,11,339,31,9.9,3.8,4,54,0,7,17,3,1.64,3,5,-2,-0.53,-0.79,Matches
257,Martin Erlic,hr CRO,DF,Sassuolo,25,1998,32,2618,82,76.5,29.1,31,83,22,1,45,3,0.91,38,47,-9,-0.31,+2.27,Matches
258,Sebastian Esposito,au AUS,DF,Lecce,18,2005,0,,,,,0,,0,0,,5,,,,,,,Matches
259,Giovanni Fabbian,it ITA,MF,Bologna,20,2003,27,1057,39,30.9,11.7,11,73,2,16,16,11,2.00,17,12,+5,+0.43,-0.22,Matches
260,Nicolò Fagioli,it ITA,MF,Juventus,22,2001,8,437,55,12.8,4.9,4,74,0,4,36,2,1.88,8,4,+4,+0.82,+0.25,Matches
261,Matteo Falasca,it ITA,DF,Sassuolo,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
262,Wladimiro Falcone,it ITA,GK,Lecce,28,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,1.00,32,54,-22,-0.58,,Matches
263,Davide Faraoni,it ITA,MF,Hellas Verona,31,1991,11,602,55,17.6,6.7,7,69,1,4,30,3,0.45,3,11,-8,-1.20,-1.04,Matches
264,Davide Faraoni,it ITA,DF,Fiorentina,31,1991,8,392,49,11.5,4.4,4,81,2,4,17,11,1.38,7,8,-1,-0.23,-0.71,Matches
265,Giacomo Faticanti,it ITA,MF,Lecce,19,2004,0,,,,,0,,0,0,,12,,,,,,,Matches
266,Federico Fazio,ar ARG,DF,Salernitana,36,1987,17,1355,80,39.6,15.1,15,87,12,2,27,8,0.61,15,31,-16,-1.06,+0.38,Matches
267,Jacopo Fazzini,it ITA,MF,Empoli,20,2003,31,1232,40,36.0,13.7,14,65,2,17,19,1,1.00,11,24,-13,-0.95,-0.46,Matches
268,Lewis Ferguson,sct SCO,MF,Bologna,23,1999,31,2712,87,79.3,30.1,31,87,25,0,,0,1.87,41,24,+17,+0.56,-0.07,Matches
269,Saná Fernandes,pt POR,MF,Lazio,17,2006,0,,,,,0,,0,0,,12,,,,,,,Matches
270,Tommaso Ferrari,it ITA,DF,Salernitana,18,2005,0,,,,,0,,0,0,,5,,,,,,,Matches
271,Andrea Ferraris,it ITA,FW,Monza,20,2003,1,10,10,0.3,0.1,0,,0,1,10,10,0.00,0,0,0,0.00,+0.32,Matches
272,João Ferreira,pt POR,"DF,MF",Udinese,22,2001,35,1822,52,53.3,20.2,18,80,11,17,22,2,1.00,25,31,-6,-0.30,+0.27,Matches
273,Seydou Fini,it ITA,FW,Genoa,17,2006,3,35,12,1.0,0.4,0,,0,3,12,12,0.33,0,2,-2,-5.14,-5.20,Matches
274,Vincenzo Fiorillo,it ITA,GK,Salernitana,33,1990,4,360,90,10.5,4.0,4,90,4,0,,22,0.60,8,10,-2,-0.50,+0.88,Matches
275,Alessandro Florenzi,it ITA,"DF,MF",Milan,32,1991,31,1732,56,50.6,19.2,19,79,11,12,19,5,1.84,35,23,+12,+0.62,-0.18,Matches
276,Michael Folorunsho,it ITA,MF,Hellas Verona,25,1998,34,2781,82,81.3,30.9,33,84,18,1,8,0,0.91,28,43,-15,-0.49,-0.77,Matches
277,Niccolò Fortini,it ITA,MF,Fiorentina,17,2006,0,,,,,0,,0,0,,1,,,,,,,Matches
278,Pierluigi Frattali,it ITA,GK,Frosinone,37,1985,0,,,0.0,0.0,0,,0,0,,34,0.00,1,3,-2,,,Matches
279,Davide Frattesi,it ITA,MF,Inter,23,1999,32,955,30,27.9,10.6,6,76,2,26,19,4,2.38,26,7,+19,+1.79,+0.04,Matches
280,Morten Frendrup,dk DEN,MF,Genoa,22,2001,37,3145,85,92.0,34.9,36,87,31,1,20,0,1.24,40,43,-3,-0.09,-1.07,Matches
281,Remo Freuler,ch SUI,MF,Bologna,31,1992,32,2624,82,76.7,29.2,30,85,20,2,35,2,1.88,46,23,+23,+0.79,+0.90,Matches
282,Alessio Furlanetto,it ITA,GK,Lazio,21,2002,0,,,,,0,,0,0,,2,,,,,,,Matches
283,Gerardo Fusco,it ITA,FW,Salernitana,18,2005,1,15,15,0.4,0.2,0,,0,1,15,2,0.00,1,0,+1,+6.00,+7.32,Matches
284,Matteo Gabbia,it ITA,DF,Milan,23,1999,18,1275,71,37.3,14.2,14,82,10,4,33,1,2.00,32,19,+13,+0.92,+0.33,Matches
285,Gianluca Gaetano,it ITA,MF,Napoli,23,2000,9,161,18,4.7,1.8,1,55,0,8,13,10,1.56,3,3,0,0.00,-0.19,Matches
286,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,23,2000,11,745,68,21.8,8.3,10,72,3,1,29,3,1.45,9,9,0,0.00,+0.87,Matches
287,Roberto Gagliardini,it ITA,"MF,DF",Monza,29,1994,33,2360,72,69.0,26.2,29,79,18,4,21,2,1.12,28,38,-10,-0.38,-0.21,Matches
288,Pablo Galdames Millán,cl CHI,MF,Genoa,26,1996,2,11,6,0.3,0.1,0,,0,2,6,13,0.00,0,2,-2,-16.36,-16.42,Matches
289,Antonino Gallo,it ITA,DF,Lecce,23,2000,35,2490,71,72.8,27.7,30,78,13,5,31,3,1.03,21,41,-20,-0.72,-0.53,Matches
290,Giovanni Garofani,it ITA,GK,Juventus,20,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
291,Luca Garritano,it ITA,MF,Frosinone,29,1994,12,485,40,14.2,5.4,5,67,0,7,21,25,1.17,8,9,-1,-0.19,+0.55,Matches
292,Tito Gasperini,it ITA,GK,Bologna,17,2006,0,,,,,0,,0,0,,7,,,,,,,Matches
293,Federico Gatti,it ITA,DF,Juventus,25,1998,32,2637,82,77.1,29.3,30,85,23,2,42,5,1.91,36,27,+9,+0.31,-1.30,Matches
294,Francesco Gelli,it ITA,"MF,DF",Frosinone,26,1996,27,1561,58,45.6,17.3,16,86,9,11,17,2,0.93,22,40,-18,-1.04,-0.70,Matches
295,Luca Gemello,it ITA,GK,Torino,23,2000,2,180,90,5.3,2.0,2,90,2,0,,35,0.00,0,5,-5,-2.50,-2.64,Matches
296,Valentin Gendrey,fr FRA,DF,Lecce,23,2000,37,3044,82,89.0,33.8,35,86,26,2,25,0,1.03,28,42,-14,-0.41,+1.50,Matches
297,Farés Ghedjemis,dz ALG,FW,Frosinone,20,2002,6,182,30,5.3,2.0,1,62,0,5,24,11,0.83,2,3,-1,-0.49,+0.17,Matches
298,Lautaro Gianetti,ar ARG,DF,Udinese,29,1993,7,630,90,18.4,7.0,7,90,7,0,,9,1.29,5,7,-2,-0.29,+0.17,Matches
299,Mario Gila,es ESP,DF,Lazio,22,2000,21,1809,86,52.9,20.1,21,86,16,0,,13,1.62,25,18,+7,+0.35,+0.18,Matches
300,Gvidas Gineitis,lt LTU,MF,Torino,19,2004,14,538,38,15.7,6.0,4,85,2,10,20,15,1.50,6,8,-2,-0.33,-0.40,Matches
301,Francesco Gioielli,it ITA,MF,Napoli,19,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
302,Olivier Giroud,fr FRA,FW,Milan,36,1986,35,2363,68,69.1,26.3,28,77,10,7,28,1,1.89,58,28,+30,+1.14,+1.40,Matches
303,Saba Goglichidze,ge GEO,DF,Empoli,19,2004,0,,,,,0,,0,0,,16,,,,,,,Matches
304,Edoardo Goldaniga,it ITA,DF,Cagliari,29,1993,13,1011,78,29.6,11.2,12,83,7,1,19,8,1.08,14,17,-3,-0.27,+0.59,Matches
305,Lovro Golič,si SVN,DF,Roma,17,2006,0,,,,,0,,0,0,,2,,,,,,,Matches
306,Pierluigi Gollini,it ITA,GK,Napoli,28,1995,7,630,90,18.4,7.0,7,90,7,0,,22,1.43,6,8,-2,-0.29,-0.58,Matches
307,Papu Gómez,ar ARG,"FW,MF",Monza,35,1988,2,41,21,1.2,0.5,0,,0,2,21,0,3.00,1,0,+1,+2.20,+2.54,Matches
308,Iron Gomis,fr FRA,MF,Salernitana,23,1999,5,134,27,3.9,1.5,1,45,0,4,22,7,0.40,0,4,-4,-2.69,-1.45,Matches
309,Diego González,py PAR,MF,Lazio,20,2003,0,,,,,0,,0,0,,6,,,,,,,Matches
310,Joan Gonzàlez,es ESP,MF,Lecce,21,2002,29,1291,45,37.7,14.3,13,70,4,16,24,8,0.97,15,23,-8,-0.56,+0.03,Matches
311,Nicolás González,ar ARG,MF,Fiorentina,25,1998,29,1913,66,55.9,21.3,21,80,13,8,29,1,1.41,36,28,+8,+0.38,-0.04,Matches
312,Stefano Gori,it ITA,GK,Monza,27,1996,0,,,,,0,,0,0,,37,,,,,,,Matches
313,Alberto Grassi,it ITA,MF,Empoli,28,1995,27,1807,67,52.8,20.1,22,77,9,5,22,5,1.00,16,28,-12,-0.60,+0.13,Matches
314,Gabriele Guarino,it ITA,DF,Empoli,19,2004,0,,,,,0,,0,0,,13,,,,,,,Matches
315,Niccolò Guccione,it ITA,DF,Salernitana,17,2006,0,,,,,0,,0,0,,2,,,,,,,Matches
316,Mattéo Guendouzi,fr FRA,MF,Lazio,24,1999,33,2367,72,69.2,26.3,27,83,17,6,22,0,1.67,34,28,+6,+0.23,-0.11,Matches
317,Tomasso Guercio,pl POL,DF,Inter,18,2005,0,,,,,0,,0,0,,1,,,,,,,Matches
318,Axel Guessand,fr FRA,DF,Udinese,18,2004,1,45,45,1.3,0.5,0,,0,1,45,12,1.00,0,0,0,0.00,+0.43,Matches
319,Albert Guðmundsson,is ISL,"FW,MF",Genoa,26,1997,35,3016,86,88.2,33.5,34,88,26,1,24,0,1.34,40,37,+3,+0.09,+0.76,Matches
320,Emmanuel Gyasi,gh GHA,MF,Empoli,29,1994,33,1879,57,54.9,20.9,21,80,13,12,16,4,0.97,17,25,-8,-0.38,+0.61,Matches
321,Norbert Gyömbér,sk SVK,DF,Salernitana,31,1992,22,1760,80,51.5,19.6,20,82,14,2,58,3,0.55,16,41,-25,-1.28,+0.02,Matches
322,Nicolas Haas,ch SUI,MF,Empoli,27,1996,1,90,90,2.6,1.0,1,90,1,0,,1,0.00,0,2,-2,-2.00,-1.38,Matches
323,Hamza Haoudi,it ITA,MF,Frosinone,22,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
324,Ridgeciano Haps,sr SUR,MF,Genoa,30,1993,16,773,48,22.6,8.6,7,85,2,9,20,13,1.06,7,9,-2,-0.23,-0.30,Matches
325,Abdou Harroui,nl NED,MF,Frosinone,25,1998,18,1019,57,29.8,11.3,13,70,0,5,22,2,0.67,15,29,-14,-1.24,-0.82,Matches
326,Luis Hasa,it ITA,MF,Juventus,19,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
327,Hans Hateboer,nl NED,MF,Atalanta,29,1994,23,1113,48,32.5,12.4,10,77,7,13,26,7,1.83,24,16,+8,+0.65,-0.21,Matches
328,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26,1997,13,856,66,25.0,9.5,13,66,2,0,,17,0.54,6,19,-13,-1.37,-0.91,Matches
329,Silvan Hefti,ch SUI,MF,Genoa,25,1997,6,114,19,3.3,1.3,1,58,0,5,11,11,0.50,1,8,-7,-5.53,-5.72,Matches
330,Liam Henderson,sct SCO,MF,Empoli,27,1996,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,+0.66,Matches
331,Matheus Henrique,br BRA,MF,Sassuolo,25,1997,31,2501,81,73.1,27.8,27,89,22,4,26,0,0.84,28,54,-26,-0.94,-0.35,Matches
332,Thomas Henry,fr FRA,FW,Hellas Verona,28,1994,18,334,19,9.8,3.7,2,56,0,16,14,8,0.89,3,2,+1,+0.27,+0.68,Matches
333,Theo Hernández,fr FRA,DF,Milan,25,1997,32,2791,87,81.6,31.0,31,89,26,1,23,0,2.13,70,42,+28,+0.90,+1.05,Matches
334,Isak Hien,se SWE,DF,Hellas Verona,24,1999,10,864,86,25.3,9.6,9,89,8,1,61,0,0.80,7,11,-4,-0.42,-0.10,Matches
335,Isak Hien,se SWE,DF,Atalanta,24,1999,16,937,59,27.4,10.4,9,90,9,7,18,1,1.94,22,11,+11,+1.06,+0.37,Matches
336,Emil Holm,se SWE,MF,Atalanta,23,2000,22,947,43,27.7,10.5,12,63,2,10,19,8,1.86,23,12,+11,+1.05,+0.35,Matches
337,Martin Hongla,cm CMR,MF,Hellas Verona,25,1998,15,1084,72,31.7,12.0,12,83,9,3,28,4,0.80,8,12,-4,-0.33,+0.01,Matches
338,Sydney van Hooijdonk,nl NED,FW,Bologna,23,2000,9,212,24,6.2,2.4,2,67,0,7,11,10,1.00,2,2,0,0.00,-0.62,Matches
339,Dean Huijsen,es ESP,DF,Juventus,18,2005,1,13,13,0.4,0.1,0,,0,1,13,14,3.00,0,0,0,0.00,-0.61,Matches
340,Dean Huijsen,es ESP,DF,Roma,18,2005,13,509,39,14.9,5.7,4,69,2,9,26,7,2.08,9,10,-1,-0.18,-0.80,Matches
341,Elseid Hysaj,al ALB,DF,Lazio,29,1994,22,1199,55,35.1,13.3,11,78,7,11,31,15,1.64,20,21,-1,-0.08,-0.52,Matches
342,Arijon Ibrahimović,de GER,"MF,FW",Frosinone,17,2005,16,474,30,13.9,5.3,5,70,0,11,11,15,0.75,4,7,-3,-0.57,+0.10,Matches
343,Hubert Idasiak,pl POL,GK,Napoli,21,2002,0,,,,,0,,0,0,,17,,,,,,,Matches
344,Antonio Iervolino,it ITA,MF,Salernitana,20,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
345,Jonathan Ikone,fr FRA,MF,Fiorentina,25,1998,28,1682,60,49.2,18.7,18,80,7,10,25,4,1.57,26,18,+8,+0.43,+0.07,Matches
346,Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21,2001,25,1061,42,31.0,11.8,11,71,2,14,20,6,0.56,11,26,-15,-1.27,+0.02,Matches
347,Ivan Ilić,rs SRB,MF,Torino,22,2001,31,2098,68,61.3,23.3,25,81,16,6,14,1,1.26,23,23,0,0.00,0.00,Matches
348,Mihajlo Ilić,rs SRB,DF,Bologna,20,2003,0,,,,,0,,0,0,,18,,,,,,,Matches
349,Samuel Iling-Junior,eng ENG,MF,Juventus,19,2003,24,810,34,23.7,9.0,4,84,2,20,24,14,1.75,18,10,+8,+0.89,+0.37,Matches
350,Emirhan İlkhan,tr TUR,MF,Torino,19,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
351,Ciro Immobile,it ITA,FW,Lazio,33,1990,31,1652,53,48.3,18.4,21,69,5,10,20,1,1.42,22,24,-2,-0.11,-0.72,Matches
352,Gabriele Indragoli,it ITA,DF,Empoli,19,2004,0,,,,,0,,0,0,,6,,,,,,,Matches
353,Gino Infantino,ar ARG,MF,Fiorentina,20,2003,6,96,16,2.8,1.1,0,,0,6,16,32,2.17,2,2,0,0.00,-0.41,Matches
354,Gustav Isaksen,dk DEN,"FW,MF",Lazio,22,2001,28,1074,38,31.4,11.9,12,62,0,16,21,8,1.61,17,13,+4,+0.34,+0.11,Matches
355,Ardian Ismajli,al ALB,DF,Empoli,26,1996,26,2045,79,59.8,22.7,23,85,20,3,27,3,0.92,21,31,-10,-0.44,+0.54,Matches
356,Armando Izzo,it ITA,DF,Monza,31,1992,23,1650,72,48.2,18.3,20,81,13,3,8,4,1.13,17,25,-8,-0.44,-0.23,Matches
357,Filip Jagiełło,pl POL,MF,Genoa,25,1997,2,33,17,1.0,0.4,0,,0,2,17,13,1.50,0,0,0,0.00,0.00,Matches
358,Jakub Jankto,cz CZE,MF,Cagliari,27,1996,18,872,48,25.5,9.7,13,61,0,5,16,11,1.22,11,18,-7,-0.72,-0.05,Matches
359,Juan Jesus,br BRA,DF,Napoli,32,1991,24,2116,88,61.9,23.5,23,90,20,1,52,6,1.33,27,29,-2,-0.09,-0.71,Matches
360,Álex Jiménez,es ESP,DF,Milan,18,2005,3,68,23,2.0,0.8,0,,0,3,23,13,3.00,1,0,+1,+1.32,+0.63,Matches
361,Þórir Jóhann Helgason,is ISL,MF,Lecce,22,2000,0,,,,,0,,0,0,,2,,,,,,,Matches
362,Samuel John Nwachukwu,ng NGA,DF,Udinese,17,2005,0,,,,,0,,0,0,,3,,,,,,,Matches
363,Kaio Jorge,br BRA,FW,Frosinone,21,2002,20,812,41,23.7,9.0,8,78,2,12,15,11,0.60,13,20,-7,-0.78,-0.15,Matches
364,Joselito,es ESP,MF,Hellas Verona,19,2004,0,,,,,0,,0,0,,7,,,,,,,Matches
